StudentID,Arkonian Warfare Tactics,ExoGenetics Evolution,Transdimensional Navigation,Warp Field Theory,Dark Matter Biophysics,Zarnithian Philosophy,Drakthon Linguistics,Xynthium Material Sciences,Hyperspace Topology,Helio-Bio Interface,Luminarian Art Theory,Stellar Cartography,Chrono-Kinetics,Technotronic Linguistic Fusion,Cybernetic Ethics,Nebulon Astrophysics,Quasar Dynamics,Glacial Holo-Architecture,Aether Resonance,Gravix Planetary Studies,Vortex Quantum Mechanics,Holo-Temporal Engineering,Psi-Energy Manipulation,Plasmawave Analysis,Neutronia Metallurgy,Syntho-Chemical Engineering,Sublight Propulsion Systems,Krythos Biomechanics,Flux Capacitor Management,Xyloprax Computation,Yridium Power Systems,Quantum Neuro-Hacking,Zyglon Neurology
212169,7.0,8.0,NG,7.0,NG,8.0,8.0,NG,NG,7.0,7.0,NG,7.0,NG,NG,9.0,8.0,NG,NG,8.0,9.0,8.0,NG,9.0,NG,7.0,NG,7.0,9.0,9.0,8.0,NG,NG
210410,NG,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,NG,NG,NG,NG,NG,6.0,4.0,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,NG,NG
212302,6.0,6.0,NG,8.0,NG,7.0,6.0,NG,NG,6.0,7.0,NG,6.0,NG,NG,7.0,8.0,NG,NG,6.0,7.0,7.0,NG,7.0,NG,5.0,NG,6.0,9.0,8.0,8.0,NG,NG
213068,7.0,8.0,7.0,8.0,7.0,8.0,7.0,6.0,NG,7.0,8.0,6.0,7.0,NG,8.0,8.0,10.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,8.0,6.0,7.0,9.0,9.0,8.0,NG,9.0
211386,NG,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,6.0,6.0,NG,NG,NG,NG,NG,5.0,NG,7.0,NG,NG,NG
213058,6.0,7.0,6.0,8.0,8.0,7.0,7.0,8.0,NG,7.0,6.0,7.0,6.0,NG,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,NG,9.0
211509,NG,NG,NG,NG,NG,7.0,5.0,NG,NG,NG,NG,NG,NG,NG,NG,5.0,5.0,NG,NG,NG,6.0,7.0,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,NG,NG
212625,8.0,8.0,8.0,8.0,9.0,9.0,7.0,9.0,NG,8.0,7.0,9.0,8.0,NG,7.0,7.0,7.0,7.0,8.0,8.0,9.0,10.0,9.0,10.0,7.0,8.0,9.0,8.0,8.0,8.0,9.0,NG,8.0
210715,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,9.0,8.0,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,NG,NG
211308,NG,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,NG,NG,NG,NG,NG,9.0,9.0,NG,NG,NG,10.0,9.0,NG,NG,NG,NG,NG,9.0,NG,9.0,NG,NG,NG
211266,NG,NG,NG,NG,NG,9.0,9.0,NG,NG,NG,NG,NG,NG,NG,NG,10.0,9.0,NG,NG,NG,8.0,9.0,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,NG,NG
213323,6.0,6.0,7.0,6.0,7.0,6.0,6.0,8.0,NG,6.0,6.0,7.0,6.0,NG,6.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,7.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,NG,7.0
212994,7.0,8.0,7.0,7.0,6.0,8.0,8.0,7.0,NG,8.0,6.0,8.0,6.0,NG,4.0,6.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,NG,7.0
212711,4.0,7.0,NG,6.0,NG,7.0,6.0,NG,NG,8.0,6.0,NG,7.0,NG,NG,4.0,5.0,NG,7.0,8.0,8.0,8.0,9.0,6.0,NG,8.0,NG,6.0,8.0,7.0,7.0,NG,6.0
211253,NG,NG,NG,NG,NG,7.0,5.0,NG,NG,NG,NG,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,6.0,6.0,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,NG,NG
211292,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,10.0,8.0,NG,NG,NG,9.0,9.0,NG,NG,NG,NG,NG,9.0,NG,9.0,NG,NG,NG
210474,NG,NG,NG,NG,NG,9.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,9.0,10.0,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,NG,NG
212652,6.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,NG,7.0,6.0,6.0,6.0,NG,7.0,7.0,9.0,8.0,6.0,7.0,7.0,7.0,6.0,9.0,7.0,6.0,7.0,6.0,8.0,7.0,7.0,NG,8.0
212587,9.0,8.0,10.0,9.0,9.0,9.0,9.0,10.0,NG,10.0,7.0,9.0,8.0,NG,8.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,10.0,9.0,9.0,9.0,7.0,9.0,9.0,8.0,NG,10.0
213217,5.0,6.0,NG,7.0,NG,7.0,6.0,NG,NG,7.0,6.0,NG,7.0,NG,NG,6.0,6.0,NG,7.0,7.0,6.0,7.0,8.0,8.0,NG,7.0,NG,7.0,8.0,6.0,6.0,NG,6.0
212176,8.0,8.0,NG,8.0,NG,7.0,7.0,NG,NG,9.0,6.0,NG,7.0,NG,NG,7.0,7.0,NG,NG,9.0,8.0,8.0,NG,10.0,NG,8.0,NG,7.0,7.0,7.0,7.0,NG,NG
212066,7.0,6.0,NG,6.0,NG,6.0,7.0,NG,NG,6.0,4.0,NG,3.0,NG,NG,8.0,7.0,NG,NG,NG,8.0,6.0,NG,8.0,NG,3.0,NG,5.0,7.0,6.0,NG,NG,NG
211020,NG,NG,NG,NG,NG,6.0,5.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,9.0,8.0,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,NG,NG
210384,NG,NG,NG,NG,NG,9.0,9.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,7.0,8.0,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,NG,NG
210745,NG,NG,NG,NG,NG,10.0,9.0,NG,NG,NG,NG,NG,NG,NG,NG,10.0,9.0,NG,NG,NG,8.0,7.0,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,NG,NG
